  id type    coord       corners
  42 Polygon "world_deg" "278.3819 -5.172163 278.3788 -5.170219 278.3827 -5.159952 278.3866 -5.161618 278.3869 -5.16634 278.3958 -5.166618 278.3972 -5.175223 278.4031 -5.183556 278.3986 -5.188267 278.3967 -5.184101 278.3919 -5.184101 278.3939 -5.188554 278.3889 -5.194379 278.3864 -5.192718 278.3814 -5.176885"
  43 Polygon "world_deg" "278.3019 -5.006062 278.3061 -5.006895 278.3111 -5.004396 278.3144 -5.004396 278.318 -5.00134 278.3258 -5.005502 278.3231 -5.008824 278.3144 -5.013546 278.3002 -5.015211 278.2952 -5.018544 278.2938 -5.018269 278.2935 -5.016055 278.2957 -5.00995"
  44 Polygon "world_deg" "278.388 -4.977724 278.3897 -4.976063 278.3986 -4.978004 278.3997 -4.986885 278.3972 -4.989379 278.3919 -4.987991"
  45 Polygon "world_deg" "278.3663 -5.166052 278.3677 -5.159119 278.3713 -5.156063 278.3758 -5.156619 278.3755 -5.162724 278.3788 -5.166891 278.3788 -5.170219 278.3755 -5.17188 278.3694 -5.170491"
  46 Polygon "world_deg" "278.3864 -4.946885 278.3847 -4.941891 278.3872 -4.94023 278.3947 -4.94273 278.4006 -4.940229 278.4039 -4.941896 278.4073 -4.941062 278.4087 -4.942167 278.4078 -4.945506 278.4123 -4.949389 278.4098 -4.953545 278.4064 -4.952712 278.4039 -4.954379 278.3872 -4.955213 278.3855 -4.953555"
  47 Polygon "world_deg" "278.1962 -4.949639 278.1962 -4.944933 278.199 -4.944378 278.2012 -4.945768 278.2057 -4.94188 278.2104 -4.947159 278.214 -4.947715 278.2157 -4.949377 278.2152 -4.957143 278.2082 -4.96103 278.2054 -4.958808 278.2043 -4.954918 278.201 -4.951584"
  48 Polygon "world_deg" "278.2935 -5.094383 278.2957 -5.08495 278.3077 -5.082729 278.3077 -5.091056 278.3116 -5.095507 278.3161 -5.097729 278.3219 -5.095229 278.3309 -5.098838 278.332 -5.102724 278.3272 -5.112435 278.3239 -5.110774 278.3247 -5.106602 278.3161 -5.101046 278.3094 -5.103545 278.2974 -5.100489"
  49 Polygon "world_deg" "278.3342 -5.086619 278.3362 -5.08523 278.3381 -5.086619 278.3401 -5.091341 278.3462 -5.091064 278.3479 -5.092722 278.3448 -5.097158 278.3387 -5.101047 278.3328 -5.098547 278.3267 -5.098824 278.3267 -5.096619 278.3298 -5.095508"
  50 Polygon "world_deg" "278.3362 -5.033552 278.337 -5.029391 278.3406 -5.029119 278.3417 -5.031341 278.3448 -5.032453 278.3454 -5.036058 278.3476 -5.038836 278.3445 -5.04188 278.3409 -5.040491 278.3392 -5.037161 278.3373 -5.037439"
  51 Polygon "world_deg" "278.2126 -5.127153 278.2176 -5.125493 278.2171 -5.118271 278.2466 -5.110221 278.2556 -5.120495 278.2517 -5.126872 278.2402 -5.12465 278.2399 -5.141878 278.2358 -5.144377 278.2408 -5.146045 278.2374 -5.152702 278.228 -5.152145 278.2227 -5.135755 278.2196 -5.140754 278.2162 -5.138809"
  52 Polygon "world_deg" "278.3593 -5.185785 278.3652 -5.179119 278.3688 -5.17773 278.3724 -5.179952 278.3735 -5.183007 278.3802 -5.185504 278.3813 -5.187721 278.3755 -5.191046 278.3618 -5.191324 278.3588 -5.186888"
  53 Polygon "world_deg" "278.438 -5.10132 278.4366 -5.097715 278.4374 -5.093548 278.4341 -5.091048 278.4352 -5.088837 278.4377 -5.089948 278.4396 -5.093836 278.4455 -5.098836 278.4511 -5.101613 278.4541 -5.106884 278.4522 -5.111596"
  54 Polygon "world_deg" "278.5487 -5.124358 278.5501 -5.120757 278.5545 -5.118534 278.5579 -5.118533 278.5615 -5.11992 278.5629 -5.123525 278.5623 -5.125459 278.5554 -5.131017 278.5506 -5.129076"
  55 Polygon "world_deg" "278.2271 -5.032979 278.2255 -5.02494 278.2299 -5.023551 278.2341 -5.026052 278.2375 -5.024386 278.2425 -5.02522 278.2559 -5.015223 278.2623 -5.022996 278.2584 -5.026879 278.2581 -5.032431 278.2506 -5.034927 278.2533 -5.042711 278.2492 -5.045205 278.238 -5.042981 278.2352 -5.036591"
  56 Polygon "world_deg" "278.3585 -5.078286 278.3621 -5.07773 278.3638 -5.079392 278.3632 -5.084658 278.359 -5.087992 278.3487 -5.092714 278.3479 -5.091889 278.351 -5.086619 278.3565 -5.083008"
  57 Polygon "world_deg" "278.4547 -4.952151 278.4555 -4.949112 278.4569 -4.949112 278.4583 -4.95189 278.4628 -4.949667 278.4655 -4.944944 278.4692 -4.944388 278.475 -4.951048 278.4739 -4.953259 278.4714 -4.951315 278.4697 -4.95326 278.4678 -4.952985 278.4708 -4.961876 278.465 -4.964372 278.4605 -4.961317"
  58 Polygon "world_deg" "278.4692 -4.984377 278.4742 -4.977715 278.4731 -4.971318 278.4636 -4.968267 278.4644 -4.964664 278.4706 -4.964943 278.4736 -4.961332 278.4747 -4.963831 278.482 -4.965774 278.4842 -4.971041 278.4814 -4.972425 278.4792 -4.980211 278.4834 -4.986046 278.4809 -5.001036 278.4728 -4.996595"
